title,description,rating,travel_date,review_date
Their Service are really very  good 👍,Their Service are really very  good 👍,5,Date of experience: 09 May 2024,9 May 2024
She was really patient with me and I…,She was really patient with me and I just love that.,5,Date of experience: 09 May 2024,9 May 2024
Workwell Contractor Support,Preeya was helpful and friendly and quickly and clearly answered my queries,5,Date of experience: 09 May 2024,9 May 2024
Lovley well mannered polite lady,"Lovley well mannered polite lady, thankyou Natasha. Kind regards.",5,Date of experience: 09 May 2024,9 May 2024
Great help,Great help. Explained and clarified my query swiftly and politely. Thank you,5,Date of experience: 09 May 2024,9 May 2024
Workwell customer services,"Very pleasant lady,and resolved my query efficiently.",5,Date of experience: 09 May 2024,9 May 2024
Great services 👌,Great services 👌,5,Date of experience: 09 May 2024,9 May 2024
Very professional and courteous,Very professional and courteous. My issue was resolved quickly and took away a lot of anxiety.,5,Date of experience: 09 May 2024,9 May 2024
It was nice speaking with her,"It was nice speaking with her, she is cheerful,jovia and nice",5,Date of experience: 08 May 2024,8 May 2024
Curtious staff,"The gentleman that delt with my enquiry was polite and curtious, he was unable to assist me as he did not have information that I needed.",4,Date of experience: 08 May 2024,8 May 2024
Very helpful,"Very helpful, patient, quick and informative .",4,Date of experience: 08 May 2024,8 May 2024
Extremely helpful and informative,Extremely helpful and informative,5,Date of experience: 08 May 2024,8 May 2024
Problem hopefully sorted during…,Problem hopefully sorted during telephone conversation,5,Date of experience: 07 May 2024,7 May 2024
Excellent work,Excellent work,5,Date of experience: 07 May 2024,7 May 2024
Detailed explanation was given to on…,Detailed explanation was given to on what I asked about.,5,Date of experience: 07 May 2024,7 May 2024
It was straight forward she explained…,It was straight forward she explained everything I wanted to know and was very happy with her,4,Date of experience: 03 May 2024,3 May 2024
For payment status I am calling so many…,Good experience,4,Date of experience: 03 May 2024,Updated 17 May 2024
Brilliant customer service,"Brilliant customer service, politely  and respectful",5,Date of experience: 03 May 2024,3 May 2024
Preeya helped me to understand the…,Preeya helped me to understand the situation and she went out of her way to help me and find out what was happening.,5,Date of experience: 03 May 2024,3 May 2024
Very helpful and polite and excellent…,Very helpful and polite and excellent phone voice,5,Date of experience: 03 May 2024,3 May 2024
My last Payslip was underwhelming.,The pay was below my earnings. Said it was tax or something but I still do not get it. Working extra and receiving lesser pay is not excusable.,1,Date of experience: 01 May 2024,2 May 2024
Great been sort it,Date of experience: 02 May 2024,5,Date of experience: 02 May 2024,2 May 2024
Great customer care,My issue was dealt with promptly and efficiently. Very friendly and professional staff member.,5,Date of experience: 02 May 2024,2 May 2024
Very professional,"Very professional, handled my query well",5,Date of experience: 02 May 2024,2 May 2024
Extremely welcoming and the re…,Extremely welcoming and the re registration process was fast and easy,5,Date of experience: 02 May 2024,2 May 2024
The person was diligent in his job and…,The person was diligent in his job and was helpful and respectful. Thanks,5,Date of experience: 02 May 2024,2 May 2024
Professionals,The patience to talk you through the process is amazing. Natasha was not in a hurry to end the call but to make sure you are satisfied. Very impressive.,5,Date of experience: 01 May 2024,1 May 2024
Workwell,Karina was really helpful and handled my concerns really well! Really good service!,5,Date of experience: 01 May 2024,1 May 2024
A routine renewal/update call,This was a routine renewal/update callNothing I was new to,5,Date of experience: 01 May 2024,1 May 2024
Timesheet amendment,Preeya was very polite and sorted out my issue immediately,5,Date of experience: 01 May 2024,1 May 2024
Helpful advice,"Barney was able to assist me in understanding my tax code, explain how my tax was being calculated and advise me on how to obtain further information from HMRC. Clear and concise information delivered in a cheerful way. Thank you.",5,Date of experience: 01 May 2024,1 May 2024
Informed,Informed and got me what I needed,4,Date of experience: 01 May 2024,1 May 2024
Great service,Great service,4,Date of experience: 30 April 2024,30 Apr 2024
"Very helpful, pleasant character","Very helpful, detailed explanations, great soft skills.",5,Date of experience: 30 April 2024,30 Apr 2024
Nice one Martin,Spoke with Martin.  Very calm and professional. Dealt with my question very effectively. Nice one,5,Date of experience: 30 April 2024,30 Apr 2024
Jamal T was very helpful and patient…,Jamal T was very helpful and patient with me and got what I needed sorted and was very polite,5,Date of experience: 30 April 2024,30 Apr 2024
After speaking to a few people and…,After speaking to a few people and promised a call back Pryia was very helpful and followed my query through and called back with a resolution.10 out 10 for her and feel comfortable now with WorkWell.,5,Date of experience: 30 April 2024,30 Apr 2024
Nice service,Nice answer good service,5,Date of experience: 30 April 2024,30 Apr 2024
Polite customer service,"Polite customer service, Amal was helpful",5,Date of experience: 29 April 2024,29 Apr 2024
Very helpful and friendly on the phone,Very helpful and friendly on the phone. Took the time to make sure my enquiry was sorted out,5,Date of experience: 29 April 2024,29 Apr 2024
Very polite and helpful,Very polite and helpful,5,Date of experience: 29 April 2024,29 Apr 2024
Great service,"Great service, very exceptional when it comes to helping their clients. Payments always deposited in a timely manner so refreshing to work with a company that puts its client and service delivery at the forefront. Thank you",5,Date of experience: 26 April 2024,29 Apr 2024
Highly Recommended,I have used Workwell as my umbrella company for the last 18 months and they are always very helpful and customer service calls are the majority of times answered promptly.! I would definitely recommend and use them again for next contract.,5,Date of experience: 29 April 2024,29 Apr 2024
Workwell are great!,"I am very pleased to have been a member of Workwell. Their website is very easy to manage and find all the information you need. When I have had to phone them they have been very polite, helpful and have answered my queries straight away. Workwell is an great company.",5,Date of experience: 27 April 2024,27 Apr 2024
Clear explanation on the situation of…,Clear explanation on the situation of the payment.,5,Date of experience: 26 April 2024,27 Apr 2024
Work well staff was very helpful and…,Work well staff was very helpful and polite.,5,Date of experience: 26 April 2024,26 Apr 2024
The mistake made was acknowledged…,"The mistake made was acknowledged without fuss, and a genuine apology offered.",4,Date of experience: 26 April 2024,26 Apr 2024
Great Service,Great Service,5,Date of experience: 26 April 2024,26 Apr 2024
Thank you to Barney,"Thank you to Barney, who was so helpful with my query!",5,Date of experience: 26 April 2024,26 Apr 2024
I asked for help over one month,"I asked for help over one month, but my missing wage could not get it until now.",1,Date of experience: 26 April 2024,26 Apr 2024
He attended to my enquiry rightly.,Date of experience: 26 April 2024,5,Date of experience: 26 April 2024,26 Apr 2024
She was very polite and handled my…,She was very polite and handled my query perfectly and swiftly.,5,Date of experience: 26 April 2024,26 Apr 2024
Getting back to work,"I was very happy with the help on the phone , everything is now sorted.",5,Date of experience: 25 April 2024,25 Apr 2024
Nataasha was very helpful,Nataasha was very helpful. She helped me with clarification and put me at ease.,5,Date of experience: 25 April 2024,25 Apr 2024
Jamal was very helpful and patiently…,Jamal was very helpful and patiently answered all the questions I had.,5,Date of experience: 25 April 2024,25 Apr 2024
