title,description,rating,travel_date,review_date
Excellent,Excellent. Efficient and well managed.,5,Date of experience: 04 June 2024,7 Jun 2024
A great company to work with.,"They are a company that is very easy to work with, made me feel that they had my interests at heart.",5,Date of experience: 04 June 2024,7 Jun 2024
I would recommend PayStream as payments…,"I would recommend PayStream as payments were made on time and accurate. Staff were friendly and competent when dealing with queries. This was my first time using an umbrella company, and I wasn’t disappointed.",5,Date of experience: 04 June 2024,7 Jun 2024
Does as expected,Does as expected. Pays on time and issues right documentation on time. Happy to refer to another colleague and will use again for future IR35 roles.,5,Date of experience: 04 June 2024,7 Jun 2024
Very attentive staff,Very attentive staff.  When contacted the actions were taken swiftly and faultlessly.  The payments literally streamed seamlessly.,5,Date of experience: 04 June 2024,7 Jun 2024
Very professional,"Very professional, responded quickly, great onboarding experience",5,Date of experience: 04 June 2024,7 Jun 2024
The team was prompt in answering any…,The team was prompt in answering any questions I have with my remuneration.,5,Date of experience: 04 June 2024,7 Jun 2024
It was a really great experience,It was a really great experience and wouldn’t have done it any other way in terms of choosing an umbrella company.,5,Date of experience: 04 June 2024,7 Jun 2024
An excellent umbrella company,An excellent umbrella company. All staff members are very friendly and supportive.,5,Date of experience: 04 June 2024,7 Jun 2024
Hello extremely helpful,Hello extremely helpful . Brilliant!,5,Date of experience: 06 June 2024,7 Jun 2024
Absolutely spot on … Professional as always..,Absolutely spot on … professional as always and nothing is too much.  The advice I am great is amazing and I have gained a lot.,5,Date of experience: 04 June 2024,6 Jun 2024
A friendly PayStream operator rang.,A friendly PayStream operator rang to check that there had been no changes in my work pattern.,5,Date of experience: 04 June 2024,6 Jun 2024
Good clear information,Good clear information. Professional and thorough,5,Date of experience: 06 June 2024,6 Jun 2024
Excellent customer support from…,Excellent customer support from onboarding to support throughout my contract on various matters. Thanks,5,Date of experience: 06 June 2024,6 Jun 2024
Excellent service through out,Date of experience: 04 June 2024,5,Date of experience: 04 June 2024,6 Jun 2024
Companies in the UK should learn…,Companies in the UK should learn customer service from Paystream.,5,Date of experience: 06 June 2024,6 Jun 2024
excellent customer service!,"excellent customer service! Quick, and very polite, thank you",5,Date of experience: 06 June 2024,6 Jun 2024
"Simple, clear and helpful!",Every single one of the Paystream representatives have been extremely helpful with queries and helping me understand the processes. They set expecting clear and deliver what is promised. I have never had to wait in the queue to speak with someone which was refreshing.,5,Date of experience: 06 June 2024,6 Jun 2024
Had a great experience with paystream,Had a great experience with paystream. Very prompt customer service 👍,5,Date of experience: 05 June 2024,6 Jun 2024
Excellent service from Jasam!,Excellent service from Jasam at Paystream. He is very efficient and reliable. Thank you,5,Date of experience: 06 June 2024,6 Jun 2024
Excellent understanding and customer services,The CSO understood my inquiries and was very knowledgeable to offer solutions.,5,Date of experience: 06 June 2024,6 Jun 2024
Very quick and efficient,Very quick and efficient,4,Date of experience: 06 June 2024,6 Jun 2024
Vicky was very friendly and helpful,Vicky was very friendly and helpful. Couldn’t fault her service and helped deal with my query effectively,5,Date of experience: 06 June 2024,6 Jun 2024
Good service,Date of experience: 05 June 2024,5,Date of experience: 05 June 2024,6 Jun 2024
5* Experience,"What great support! Lovely, friendly lady who quickly and easily answered my question.",5,Date of experience: 06 June 2024,6 Jun 2024
Friendly and very helpful staff.,Friendly and very helpful staff.I got very clear and accurate explanations to questions I had and got some good guidance.,5,Date of experience: 06 June 2024,6 Jun 2024
Nicola was really helpful and resolved…,Nicola was really helpful and resolved the situation,5,Date of experience: 06 June 2024,6 Jun 2024
I spoke with Jordan regarding my pay.,"I spoke with Jordan regarding my pay.I started off really confused as I didn’t go through my normal procedure with pay and he really helped out, reassuring me how I should proceed with pay in the future.Thanks jordan!",5,Date of experience: 06 June 2024,6 Jun 2024
I'm very happy with my interactions…,"I'm very happy with my interactions with PayStream, they have been professional , helpful and courteous every time have spoken to them.  I can definitely recommend using them.",5,Date of experience: 05 June 2024,6 Jun 2024
very helpful and clear,Date of experience: 05 June 2024,5,Date of experience: 05 June 2024,6 Jun 2024
It was all very straight forward and…,It was all very straight forward and whoever answered the phone was able to resolve any issues or explain the process.,5,Date of experience: 05 June 2024,6 Jun 2024
They have been extremely helpful and…,They have been extremely helpful and amazing people.,5,Date of experience: 03 June 2024,6 Jun 2024
They have the best intentions but…,They have the best intentions but sometimes appear to be unable to set things up for straightforward timesheet submission.,4,Date of experience: 05 June 2024,6 Jun 2024
Methodical approach,Methodical approach to the annual review of my company accounts.  Good listening skills and good advice regarding reducing tax burden.,5,Date of experience: 05 June 2024,5 Jun 2024
Exceptional service,Georgia was lovely and very helpful today! She went above & beyond to resolve my query! Pleasant experience! Georgia is an asset to the company! A++,5,Date of experience: 05 June 2024,5 Jun 2024
PayStream is an excellent Umbrella I…,PayStream is an excellent Umbrella I have ever worked with compare to previous umbrellas. They always send a detailed payslip a day before money being transferred in your bank. They had never missed a payment. Staff are professional and excellent customer services.,5,Date of experience: 05 June 2024,5 Jun 2024
Good,"yes, I recommend it. they did a good service. Only one thing, I would like to share, my contract was cancelled by the end of January, My agent will release the money for the invoice during 1st week of March. I requested Paystream to release my salary for the last invoice after the current tax period which will come 20% tax deduction instead of a 40% tax deduction, I said, that would be helpful for me to save 20% of my invoce money. They didn't accept my request, they said, that whenever we received money, immediately we will transfer it to your account. it's completely straightforward, they didn't consider helping. After that, I requested my agent to release money for the last invoice after April 6th. They also accepted and transferred money for my last invoice after the tax period.",4,Date of experience: 05 June 2024,5 Jun 2024
